case_id,task_id,task_name,trial,episode_seed,initial_state_index,initial_state_sha256,episode_id,episode_success,num_policy_queries,all_query_mismatches,all_query_mismatch_rate,eligible_queries,eligible_mismatches,eligible_mismatch_rate
libero90-task33-trial1,33,KITCHEN_SCENE6_close_the_microwave,1,107,14,0c9b0da4677988a482d060bf56a010d086da2192b0248a2772592a061a6315c3,libero_90-task33-episode1-seed107,true,22,1,0.04545455,22,1,0.04545455
libero90-task33-trial2,33,KITCHEN_SCENE6_close_the_microwave,2,108,15,c36c8e29d54bb3236a287101de7b5c1c385099e91174bb7dfcce431bfa934f02,libero_90-task33-episode2-seed108,true,18,0,0.00000000,18,0,0.00000000
libero90-task34-trial0,34,KITCHEN_SCENE6_put_the_yellow_and_white_mug_to_the_front_of_the_white_mug,0,109,13,b9dc4d7048cf27707b9d68e7aaeaf6d9a52dc6b0e2941364e22d1b33ad88fba8,libero_90-task34-episode0-seed109,true,12,0,0.00000000,12,0,0.00000000
libero90-task34-trial1,34,KITCHEN_SCENE6_put_the_yellow_and_white_mug_to_the_front_of_the_white_mug,1,110,14,81387ba44032f0e9e075430b4d9f84bcb4e00592f117a1cee543a5e5ff15a526,libero_90-task34-episode1-seed110,true,11,1,0.09090909,10,0,0.00000000
libero90-task34-trial2,34,KITCHEN_SCENE6_put_the_yellow_and_white_mug_to_the_front_of_the_white_mug,2,111,15,e3caed2d25a5a3d609ec740e48a5e71ef1cff40529c14a142a59411e101a9474,libero_90-task34-episode2-seed111,true,12,0,0.00000000,12,0,0.00000000
libero90-task35-trial0,35,KITCHEN_SCENE7_open_the_microwave,0,112,13,ff2e198b967939a9d2e5dd7e832ea6245dd0839617ee9067f7a4e85a986f497c,libero_90-task35-episode0-seed112,true,13,1,0.07692308,13,1,0.07692308
libero90-task35-trial1,35,KITCHEN_SCENE7_open_the_microwave,1,113,14,74ed4a51c0e71bf0b9e58426725b975761bb853048610b93570b9ad1905ff1ab,libero_90-task35-episode1-seed113,true,16,1,0.06250000,15,0,0.00000000
libero90-task35-trial2,35,KITCHEN_SCENE7_open_the_microwave,2,114,15,21f5f7b95b606e47a0ccb1164099147ba445c542866421f1c6140a6b696e72e9,libero_90-task35-episode2-seed114,true,13,1,0.07692308,13,1,0.07692308
libero90-task36-trial0,36,KITCHEN_SCENE7_put_the_white_bowl_on_the_plate,0,115,13,29fe5982128f9b931fea088be1409180854f4d1fc731e537ebe849737b162f9c,libero_90-task36-episode0-seed115,true,23,2,0.08695652,21,0,0.00000000
libero90-task36-trial1,36,KITCHEN_SCENE7_put_the_white_bowl_on_the_plate,1,116,14,2e43e0292e1ae664d5a74657ae168506352f9b7f1672c7a72f934e75642b690b,libero_90-task36-episode1-seed116,true,16,1,0.06250000,15,0,0.00000000
libero90-task36-trial2,36,KITCHEN_SCENE7_put_the_white_bowl_on_the_plate,2,117,15,f2a3b2599bddbd0480aa9fba4a4d0ef758ed2747f96a95d296ab3f0025aaa92d,libero_90-task36-episode2-seed117,true,16,1,0.06250000,15,0,0.00000000
libero90-task37-trial0,37,KITCHEN_SCENE7_put_the_white_bowl_to_the_right_of_the_plate,0,118,13,540b214d13f2d96ec402471898e9a0e7a86a25a714fec642285a0e33a7e2e7ac,libero_90-task37-episode0-seed118,true,12,1,0.08333333,11,0,0.00000000
libero90-task37-trial1,37,KITCHEN_SCENE7_put_the_white_bowl_to_the_right_of_the_plate,1,119,14,021cd7cbe174e2aac457a648890d38ab7b38464e34428d4d40dcbe7a66be25d0,libero_90-task37-episode1-seed119,true,13,0,0.00000000,13,0,0.00000000
libero90-task37-trial2,37,KITCHEN_SCENE7_put_the_white_bowl_to_the_right_of_the_plate,2,120,15,eebbb67aaf2b39ff0c38e6e51c7da3c9a27acf2a703af19fe0c2574e3fd2b6d6,libero_90-task37-episode2-seed120,true,11,1,0.09090909,10,0,0.00000000
libero90-task38-trial0,38,KITCHEN_SCENE8_put_the_right_moka_pot_on_the_stove,0,121,13,aab70ca2424cc52d61ebef14e350eb7ca8376e8f872cfc3874b748a974211fb2,libero_90-task38-episode0-seed121,false,40,3,0.07500000,39,2,0.05128205
libero90-task38-trial1,38,KITCHEN_SCENE8_put_the_right_moka_pot_on_the_stove,1,122,14,ffe67980c5b49b12be9e63f3accbecc8bf8274d512fb66534f3cc1f9d182a54f,libero_90-task38-episode1-seed122,true,21,2,0.09523810,20,1,0.05000000
libero90-task38-trial2,38,KITCHEN_SCENE8_put_the_right_moka_pot_on_the_stove,2,123,15,868f652bb1caf0060fc82bbd233cb757534286e79e91eabbc7297ea581c9288f,libero_90-task38-episode2-seed123,true,18,3,0.16666667,16,1,0.06250000
libero90-task39-trial0,39,KITCHEN_SCENE8_turn_off_the_stove,0,124,13,688e89e8e475c13f1ee57169cdc7a129aced1ab7bee4b07b69ac2db8e7b9d888,libero_90-task39-episode0-seed124,true,12,2,0.16666667,10,0,0.00000000
libero90-task39-trial1,39,KITCHEN_SCENE8_turn_off_the_stove,1,125,14,c729850e562a28353fd0d31a7e74c770e261782eed1bb75e8db4d844f0b746e4,libero_90-task39-episode1-seed125,true,13,1,0.07692308,12,0,0.00000000
libero90-task39-trial2,39,KITCHEN_SCENE8_turn_off_the_stove,2,126,15,ee838b2b2d8c9235a312ffed67afab49e7d21de13a171e07e0fc596c17b7a380,libero_90-task39-episode2-seed126,true,12,1,0.08333333,11,0,0.00000000
libero90-task40-trial0,40,KITCHEN_SCENE9_put_the_frying_pan_on_the_cabinet_shelf,0,127,13,a7dc34f1871bb758e69f33197c93192719e0c59373d6160c796de703289d2740,libero_90-task40-episode0-seed127,true,19,0,0.00000000,19,0,0.00000000
libero90-task40-trial1,40,KITCHEN_SCENE9_put_the_frying_pan_on_the_cabinet_shelf,1,128,14,19a24c57fb8ca6adc65e823401fa489da1d7706c2258d3f396776364c7b940ca,libero_90-task40-episode1-seed128,true,17,3,0.17647059,17,3,0.17647059
libero90-task40-trial2,40,KITCHEN_SCENE9_put_the_frying_pan_on_the_cabinet_shelf,2,129,15,0dc1d5d7ca6d02877cbfab9a9e7195db8ef258b5a40cc6593e076f789deb4143,libero_90-task40-episode2-seed129,true,17,2,0.11764706,16,1,0.06250000
libero90-task41-trial0,41,KITCHEN_SCENE9_put_the_frying_pan_on_top_of_the_cabinet,0,130,13,5c7cd9ea4aae9eab09798666b764ce3984a457d301cde1f4758e8da11c61c49c,libero_90-task41-episode0-seed130,true,15,1,0.06666667,14,0,0.00000000
libero90-task41-trial1,41,KITCHEN_SCENE9_put_the_frying_pan_on_top_of_the_cabinet,1,131,14,7970f367c619da09f3b95a76c0e948f48cbd2ee3fd603ea01c145ecd571c0265,libero_90-task41-episode1-seed131,true,16,0,0.00000000,16,0,0.00000000
libero90-task41-trial2,41,KITCHEN_SCENE9_put_the_frying_pan_on_top_of_the_cabinet,2,132,15,4d6df5a89351393bbd960abea256b48c8727ec092918d8db164c10bce306f25a,libero_90-task41-episode2-seed132,true,17,1,0.05882353,17,1,0.05882353
libero90-task42-trial0,42,KITCHEN_SCENE9_put_the_frying_pan_under_the_cabinet_shelf,0,133,13,7915303f7c5908ad2e2ec151b84134e7d32ad48e9b177be515f57af9d614ffa8,libero_90-task42-episode0-seed133,true,14,1,0.07142857,14,1,0.07142857
libero90-task42-trial1,42,KITCHEN_SCENE9_put_the_frying_pan_under_the_cabinet_shelf,1,134,14,1096f12147bf2adca7c77e7d322a58da49b4b301d189dea4f3a4a6443ece1092,libero_90-task42-episode1-seed134,true,15,1,0.06666667,15,1,0.06666667
libero90-task42-trial2,42,KITCHEN_SCENE9_put_the_frying_pan_under_the_cabinet_shelf,2,135,15,f18e2e7372a592f22970d64c806051b384cb2703e58526cee0200eb572f2b17c,libero_90-task42-episode2-seed135,true,15,0,0.00000000,15,0,0.00000000
libero90-task43-trial0,43,KITCHEN_SCENE9_put_the_white_bowl_on_top_of_the_cabinet,0,136,13,f11c2a2874510a5de596108500b089a103605820503ab3acfa2d7edc0fb9d9ed,libero_90-task43-episode0-seed136,true,13,1,0.07692308,12,0,0.00000000
libero90-task43-trial1,43,KITCHEN_SCENE9_put_the_white_bowl_on_top_of_the_cabinet,1,137,14,7cfc2cd94bba3d3cea4ad9c57be2caef768b15a193ac0a5d6f4ca2f2a5a9f903,libero_90-task43-episode1-seed137,true,13,0,0.00000000,13,0,0.00000000
libero90-task43-trial2,43,KITCHEN_SCENE9_put_the_white_bowl_on_top_of_the_cabinet,2,138,15,b3b128c7af40627bd2a2e1be9cd3e0600247bdf334d43da109ea368e44994225,libero_90-task43-episode2-seed138,true,26,0,0.00000000,26,0,0.00000000
libero90-task44-trial0,44,KITCHEN_SCENE9_turn_on_the_stove,0,139,13,e113b19f6314cd7f14ff3256d051ae2cc2e3d34024b647f5d59dbc3ae7439d52,libero_90-task44-episode0-seed139,true,11,1,0.09090909,10,0,0.00000000
libero90-task44-trial1,44,KITCHEN_SCENE9_turn_on_the_stove,1,140,14,320c3ad276b7a20c86551625a6b9f379224336063ba39278ce03f402b3fdc64e,libero_90-task44-episode1-seed140,true,11,2,0.18181818,9,0,0.00000000
libero90-task44-trial2,44,KITCHEN_SCENE9_turn_on_the_stove,2,141,15,9231999fda50b40bb093a1d7cb6bc4d6d800e16bb86c774513620a372ebc0abf,libero_90-task44-episode2-seed141,true,10,1,0.10000000,9,0,0.00000000
libero90-task45-trial0,45,KITCHEN_SCENE9_turn_on_the_stove_and_put_the_frying_pan_on_it,0,142,13,0df8f46f9826565a808f77d4c5775fabea1114315750d4e70c5be51e8ba08029,libero_90-task45-episode0-seed142,true,27,0,0.00000000,27,0,0.00000000
libero90-task45-trial1,45,KITCHEN_SCENE9_turn_on_the_stove_and_put_the_frying_pan_on_it,1,143,14,3b7c6255a992c81060563571bc05634e7449b3151298142ab0ce33f8b7b383e2,libero_90-task45-episode1-seed143,true,27,5,0.18518519,25,3,0.12000000
libero90-task45-trial2,45,KITCHEN_SCENE9_turn_on_the_stove_and_put_the_frying_pan_on_it,2,144,15,97587f5c047ce2f5ac0803e21e67e7b4b44409f688e23a78e98ed81680d4757f,libero_90-task45-episode2-seed144,true,24,2,0.08333333,24,2,0.08333333
libero90-task46-trial0,46,LIVING_ROOM_SCENE1_pick_up_the_alphabet_soup_and_put_it_in_the_basket,0,145,13,b93252a1ec6d6e9e882e9d83c0e2b218a0fb4a0fb45a617f4eba297bb11da9f9,libero_90-task46-episode0-seed145,true,13,1,0.07692308,13,1,0.07692308
libero90-task46-trial1,46,LIVING_ROOM_SCENE1_pick_up_the_alphabet_soup_and_put_it_in_the_basket,1,146,14,3d6a873b2e29c99fc9baad0efe5fe7d5c9a1a47caf7ad7128672f58c68c651ed,libero_90-task46-episode1-seed146,true,28,2,0.07142857,27,1,0.03703704
libero90-task46-trial2,46,LIVING_ROOM_SCENE1_pick_up_the_alphabet_soup_and_put_it_in_the_basket,2,147,15,88b71781297bd509e81be816b88079fa0c67ac25b792aad1bc6ba81eaee98128,libero_90-task46-episode2-seed147,true,14,1,0.07142857,13,0,0.00000000
libero90-task47-trial0,47,LIVING_ROOM_SCENE1_pick_up_the_cream_cheese_box_and_put_it_in_the_basket,0,148,13,9eda2d17e81e27267e71a7c6cce6786e1843681c1fff0301bc9741294fcd19de,libero_90-task47-episode0-seed148,true,14,1,0.07142857,14,1,0.07142857
libero90-task47-trial1,47,LIVING_ROOM_SCENE1_pick_up_the_cream_cheese_box_and_put_it_in_the_basket,1,149,14,89cbd9becc0074de2ee38b6fc2e1d84497ee45eef0f9cf343d24bba94ac5ca86,libero_90-task47-episode1-seed149,true,18,1,0.05555556,18,1,0.05555556
libero90-task47-trial2,47,LIVING_ROOM_SCENE1_pick_up_the_cream_cheese_box_and_put_it_in_the_basket,2,150,15,90a1b9ed0ddd111cc6bad615f47a7687d8e4eaefaa36010b8c263ee9968ed069,libero_90-task47-episode2-seed150,true,16,4,0.25000000,16,4,0.25000000
libero90-task48-trial0,48,LIVING_ROOM_SCENE1_pick_up_the_ketchup_and_put_it_in_the_basket,0,151,13,6dcc4f49b012549c2fa4d60a6682139990c7a3d1993cf4810d0c6f186571cf22,libero_90-task48-episode0-seed151,true,15,0,0.00000000,15,0,0.00000000
libero90-task48-trial1,48,LIVING_ROOM_SCENE1_pick_up_the_ketchup_and_put_it_in_the_basket,1,152,14,c45031e0e1b3b01918d26d87f353a92761035d8d6f730f7605c4c8b388c75f37,libero_90-task48-episode1-seed152,true,17,1,0.05882353,17,1,0.05882353
libero90-task48-trial2,48,LIVING_ROOM_SCENE1_pick_up_the_ketchup_and_put_it_in_the_basket,2,153,15,9bdaf3576b1da7b629a151b18d85f596cd7da577a5563cbe421b55cbd82a809d,libero_90-task48-episode2-seed153,true,18,2,0.11111111,17,1,0.05882353
libero90-task49-trial0,49,LIVING_ROOM_SCENE1_pick_up_the_tomato_sauce_and_put_it_in_the_basket,0,154,13,116f38a42f5832e2447ea24dd0390545411b1b9b425fdfda1191d61d79c3d033,libero_90-task49-episode0-seed154,true,20,1,0.05000000,20,1,0.05000000
libero90-task49-trial1,49,LIVING_ROOM_SCENE1_pick_up_the_tomato_sauce_and_put_it_in_the_basket,1,155,14,68f0aa61ef5cca2d73d4f98e426a8318d98996579d70a4f5ef02a48f6a2748eb,libero_90-task49-episode1-seed155,true,15,0,0.00000000,15,0,0.00000000
libero90-task49-trial2,49,LIVING_ROOM_SCENE1_pick_up_the_tomato_sauce_and_put_it_in_the_basket,2,156,15,fcc9a1795c7b38ce1a44b58d587d120ebea17cbdb047d36c12de265b16d75742,libero_90-task49-episode2-seed156,true,15,1,0.06666667,14,0,0.00000000
libero90-task50-trial0,50,LIVING_ROOM_SCENE2_pick_up_the_alphabet_soup_and_put_it_in_the_basket,0,157,13,167952e008cd6d77a46ac0459ed279edb92718dc15aca6b9c723957f3de81740,libero_90-task50-episode0-seed157,true,12,0,0.00000000,12,0,0.00000000
libero90-task50-trial1,50,LIVING_ROOM_SCENE2_pick_up_the_alphabet_soup_and_put_it_in_the_basket,1,158,14,a282c469dc2c65ab6886aa177bff15f77b354ca2644911d002e7855aa62ac98c,libero_90-task50-episode1-seed158,true,13,2,0.15384615,13,2,0.15384615
libero90-task50-trial2,50,LIVING_ROOM_SCENE2_pick_up_the_alphabet_soup_and_put_it_in_the_basket,2,159,15,a5487cd1d52bb6eb0e27cc4fdb71b3a0c12589fd76b333b665bb7688747d44b4,libero_90-task50-episode2-seed159,true,12,0,0.00000000,12,0,0.00000000
libero90-task51-trial0,51,LIVING_ROOM_SCENE2_pick_up_the_butter_and_put_it_in_the_basket,0,160,13,39c7f8f1f3a2e43b6e948244c90386865039e7e1ddbf4f164288ed82147d6663,libero_90-task51-episode0-seed160,true,9,1,0.11111111,8,0,0.00000000
libero90-task51-trial1,51,LIVING_ROOM_SCENE2_pick_up_the_butter_and_put_it_in_the_basket,1,161,14,01e08ceb962029e2ff87d6dc90e792f90d8abd6103560ede17db442627d22702,libero_90-task51-episode1-seed161,true,10,2,0.20000000,8,0,0.00000000
libero90-task51-trial2,51,LIVING_ROOM_SCENE2_pick_up_the_butter_and_put_it_in_the_basket,2,162,15,a4398bbd5ad77c8f9f8f0476b4cb47e4c24f49c32aabc9e6d8a8faf7543cedde,libero_90-task51-episode2-seed162,false,40,3,0.07500000,40,3,0.07500000
libero90-task52-trial0,52,LIVING_ROOM_SCENE2_pick_up_the_milk_and_put_it_in_the_basket,0,163,13,5d798075415c9089ff48e1ea49b920e92a4cd50a192ea528276526eeda3cb9b9,libero_90-task52-episode0-seed163,true,23,1,0.04347826,23,1,0.04347826
libero90-task52-trial1,52,LIVING_ROOM_SCENE2_pick_up_the_milk_and_put_it_in_the_basket,1,164,14,25e972746b788489283cd74a356a31b6df0e41dd5b7896edec980f233876aacb,libero_90-task52-episode1-seed164,true,12,0,0.00000000,12,0,0.00000000
libero90-task52-trial2,52,LIVING_ROOM_SCENE2_pick_up_the_milk_and_put_it_in_the_basket,2,165,15,a1eb0b2b62befa93b496f8502be99ece809427acc0e463afe92718d64a8c666b,libero_90-task52-episode2-seed165,true,11,1,0.09090909,10,0,0.00000000
libero90-task53-trial0,53,LIVING_ROOM_SCENE2_pick_up_the_orange_juice_and_put_it_in_the_basket,0,166,13,98e40c7ea57c99e046229fc0170554f2903987508ba4054c21018c5bb3aa2f3b,libero_90-task53-episode0-seed166,true,13,0,0.00000000,13,0,0.00000000
libero90-task53-trial1,53,LIVING_ROOM_SCENE2_pick_up_the_orange_juice_and_put_it_in_the_basket,1,167,14,06f89c1995af246de788372c0e5a2660a0b01e57dc3982898ca5a0754b79b2e4,libero_90-task53-episode1-seed167,true,15,1,0.06666667,15,1,0.06666667
libero90-task53-trial2,53,LIVING_ROOM_SCENE2_pick_up_the_orange_juice_and_put_it_in_the_basket,2,168,15,f12a27db65f4f5f8eefb51abeec12f59128a961b6206fbec21d40d96535c2311,libero_90-task53-episode2-seed168,true,15,0,0.00000000,15,0,0.00000000
libero90-task54-trial0,54,LIVING_ROOM_SCENE2_pick_up_the_tomato_sauce_and_put_it_in_the_basket,0,169,13,a6a7ceb362c93c8c6fb0f792505c35dfb7b1d4ac4b3cad302d528dd313ea6bb6,libero_90-task54-episode0-seed169,true,10,2,0.20000000,9,1,0.11111111
libero90-task54-trial1,54,LIVING_ROOM_SCENE2_pick_up_the_tomato_sauce_and_put_it_in_the_basket,1,170,14,11cb54c4f0bb142ebf112131447c0a3a98c109d2731f416ffe1c337f529bb403,libero_90-task54-episode1-seed170,true,10,2,0.20000000,9,1,0.11111111
libero90-task54-trial2,54,LIVING_ROOM_SCENE2_pick_up_the_tomato_sauce_and_put_it_in_the_basket,2,171,15,3a41586407a86e2f8ed9e0a74ada913c595b03268d250bfb0f0bf521d37135a2,libero_90-task54-episode2-seed171,true,10,1,0.10000000,10,1,0.10000000
libero90-task55-trial0,55,LIVING_ROOM_SCENE3_pick_up_the_alphabet_soup_and_put_it_in_the_tray,0,172,13,d4ec6cb8afb83fdf9a101a1650a1f71153fb2c066f1647d2f587c11161f522a7,libero_90-task55-episode0-seed172,true,20,1,0.05000000,20,1,0.05000000
libero90-task55-trial1,55,LIVING_ROOM_SCENE3_pick_up_the_alphabet_soup_and_put_it_in_the_tray,1,173,14,63d2c5172a0b6e7744940e6023f66e1b013d669c0f728cdf392159dcad104d6e,libero_90-task55-episode1-seed173,true,10,1,0.10000000,10,1,0.10000000
libero90-task55-trial2,55,LIVING_ROOM_SCENE3_pick_up_the_alphabet_soup_and_put_it_in_the_tray,2,174,15,06ef9f765ea02e4eca8ae547d720d12e813db2b4ce434a4931a48c616a8c7352,libero_90-task55-episode2-seed174,true,12,0,0.00000000,12,0,0.00000000
libero90-task56-trial0,56,LIVING_ROOM_SCENE3_pick_up_the_butter_and_put_it_in_the_tray,0,175,13,43063f6591ea62f57a37a5a7a759461bbdffd40cbb89095eec9720c7441c9a42,libero_90-task56-episode0-seed175,true,10,1,0.10000000,9,0,0.00000000
libero90-task56-trial1,56,LIVING_ROOM_SCENE3_pick_up_the_butter_and_put_it_in_the_tray,1,176,14,6dd4163c0fdc7e5e0a0c22921ead9a6fd7d482386f7c1257661f9572ef32680c,libero_90-task56-episode1-seed176,true,9,2,0.22222222,8,1,0.12500000
libero90-task56-trial2,56,LIVING_ROOM_SCENE3_pick_up_the_butter_and_put_it_in_the_tray,2,177,15,5084f32a3bd2b85e07c3b7fba6e889947216778da35560a5539f5d5bbd562cac,libero_90-task56-episode2-seed177,true,10,1,0.10000000,9,0,0.00000000
libero90-task57-trial0,57,LIVING_ROOM_SCENE3_pick_up_the_cream_cheese_and_put_it_in_the_tray,0,178,13,504b5a98933404c42d1fbe72a62980e42f3f4b9c4d8e6815ea46542abd339342,libero_90-task57-episode0-seed178,true,14,2,0.14285714,13,1,0.07692308
libero90-task57-trial1,57,LIVING_ROOM_SCENE3_pick_up_the_cream_cheese_and_put_it_in_the_tray,1,179,14,a8ba19b1300415cefe29d52fb10a1460747315ce649e6b6b4f524478c778a7fc,libero_90-task57-episode1-seed179,true,14,0,0.00000000,14,0,0.00000000
libero90-task57-trial2,57,LIVING_ROOM_SCENE3_pick_up_the_cream_cheese_and_put_it_in_the_tray,2,180,15,e49cb9915f90038fe17f975c4d41ddf4acb5566a00f731775fdfefc87a8fe181,libero_90-task57-episode2-seed180,true,24,0,0.00000000,24,0,0.00000000
libero90-task58-trial0,58,LIVING_ROOM_SCENE3_pick_up_the_ketchup_and_put_it_in_the_tray,0,181,13,90d189270258224a19e0d030699d17a22f409c2bc39cf14dd4fb4519aeb45399,libero_90-task58-episode0-seed181,true,14,1,0.07142857,13,0,0.00000000
libero90-task58-trial1,58,LIVING_ROOM_SCENE3_pick_up_the_ketchup_and_put_it_in_the_tray,1,182,14,c07b49d74fdf2c005ee9babe87e69cba12a89139bbee3ae9c4cf69ec3fb56df2,libero_90-task58-episode1-seed182,true,13,0,0.00000000,13,0,0.00000000
libero90-task58-trial2,58,LIVING_ROOM_SCENE3_pick_up_the_ketchup_and_put_it_in_the_tray,2,183,15,a3c958848bfa77abbc7090874f2518a6c1bafb87b33524e4b922959c9cfae2ca,libero_90-task58-episode2-seed183,true,14,1,0.07142857,13,0,0.00000000
libero90-task59-trial0,59,LIVING_ROOM_SCENE3_pick_up_the_tomato_sauce_and_put_it_in_the_tray,0,184,13,1f36d92629b22466d969d3a8512d00e29633a23e9a1c88e8cb6f07ada88f38d2,libero_90-task59-episode0-seed184,true,10,1,0.10000000,9,0,0.00000000
libero90-task59-trial1,59,LIVING_ROOM_SCENE3_pick_up_the_tomato_sauce_and_put_it_in_the_tray,1,185,14,af482842d1c1d4dced25e6fc64e4dadbfbf1ed5b09064de73e08dc228ea118b8,libero_90-task59-episode1-seed185,true,9,0,0.00000000,9,0,0.00000000
libero90-task59-trial2,59,LIVING_ROOM_SCENE3_pick_up_the_tomato_sauce_and_put_it_in_the_tray,2,186,15,f3dfa7120d2a7a133e4e11d2881793b22944a5df4cf5c1652205241944764937,libero_90-task59-episode2-seed186,false,40,13,0.32500000,37,10,0.27027027
libero90-task60-trial0,60,LIVING_ROOM_SCENE4_pick_up_the_black_bowl_on_the_left_and_put_it_in_the_tray,0,187,13,f0a1f73bc1b12ab4c7349f78612edb353910c3d342f6327f0bc7a2dcb9b1c9d0,libero_90-task60-episode0-seed187,true,13,2,0.15384615,12,1,0.08333333
libero90-task60-trial1,60,LIVING_ROOM_SCENE4_pick_up_the_black_bowl_on_the_left_and_put_it_in_the_tray,1,188,14,46982ee5918a4804336b8b46a72d9af735f4674eeacfb6c3e5b04d722adcac1c,libero_90-task60-episode1-seed188,true,11,1,0.09090909,10,0,0.00000000
libero90-task60-trial2,60,LIVING_ROOM_SCENE4_pick_up_the_black_bowl_on_the_left_and_put_it_in_the_tray,2,189,15,d2585915e8c64634224455dfd3f06b8294e9318284eab0290d2317df350e6571,libero_90-task60-episode2-seed189,true,13,0,0.00000000,13,0,0.00000000
libero90-task61-trial0,61,LIVING_ROOM_SCENE4_pick_up_the_chocolate_pudding_and_put_it_in_the_tray,0,190,13,be329f836f2a97a490ca6cc2089177ac2a8a2e76af69f99605815ff7858773d0,libero_90-task61-episode0-seed190,true,16,0,0.00000000,16,0,0.00000000
libero90-task61-trial1,61,LIVING_ROOM_SCENE4_pick_up_the_chocolate_pudding_and_put_it_in_the_tray,1,191,14,ce518c5f1f7981ce3111f71fa29275b5064eb0cea2bcafbdae16aba1992fa93e,libero_90-task61-episode1-seed191,true,15,2,0.13333333,14,1,0.07142857
libero90-task61-trial2,61,LIVING_ROOM_SCENE4_pick_up_the_chocolate_pudding_and_put_it_in_the_tray,2,192,15,fdf2c64cfb66b32aec095a5a07020561f09cb522ab4a8bddf2cd99757a7064bb,libero_90-task61-episode2-seed192,true,16,1,0.06250000,16,1,0.06250000
libero90-task62-trial0,62,LIVING_ROOM_SCENE4_pick_up_the_salad_dressing_and_put_it_in_the_tray,0,193,13,68e20f4827df6dd1678e15344cfff02070e89374e2433ee8069db78a4a161d8d,libero_90-task62-episode0-seed193,true,10,1,0.10000000,9,0,0.00000000
libero90-task62-trial1,62,LIVING_ROOM_SCENE4_pick_up_the_salad_dressing_and_put_it_in_the_tray,1,194,14,028d3111022118aef92a3b1135480728e0e22bfe692507907997d5779ab79f35,libero_90-task62-episode1-seed194,true,11,1,0.09090909,10,0,0.00000000
libero90-task62-trial2,62,LIVING_ROOM_SCENE4_pick_up_the_salad_dressing_and_put_it_in_the_tray,2,195,15,eec185bb4dae3f9535a0b4e1f6cc4c8c5e49839d937dbdc7a6dd77edfb4a35d2,libero_90-task62-episode2-seed195,true,11,0,0.00000000,11,0,0.00000000
libero90-task63-trial0,63,LIVING_ROOM_SCENE4_stack_the_left_bowl_on_the_right_bowl_and_place_them_in_the_tray,0,196,13,c415b403c9067fc1a9ad96342a4c6809eff46849abb332378fb3e0751767932f,libero_90-task63-episode0-seed196,true,20,4,0.20000000,18,2,0.11111111
libero90-task63-trial1,63,LIVING_ROOM_SCENE4_stack_the_left_bowl_on_the_right_bowl_and_place_them_in_the_tray,1,197,14,dce4a23931fdeb38b032268cb6bb4459fd2a7fe6832285366268d37da8752d9f,libero_90-task63-episode1-seed197,true,18,0,0.00000000,18,0,0.00000000
libero90-task63-trial2,63,LIVING_ROOM_SCENE4_stack_the_left_bowl_on_the_right_bowl_and_place_them_in_the_tray,2,198,15,8add17a9616365c56bf4cfddd22711971c7bfc4198f0cb80b3f759dd5ec29aed,libero_90-task63-episode2-seed198,true,22,3,0.13636364,20,1,0.05000000
libero90-task64-trial0,64,LIVING_ROOM_SCENE4_stack_the_right_bowl_on_the_left_bowl_and_place_them_in_the_tray,0,199,13,ff5650d88f1ced5363a19f618130f05dbaed68c55b89a6e6e4019f90fc98c91d,libero_90-task64-episode0-seed199,true,24,1,0.04166667,23,0,0.00000000
libero90-task64-trial1,64,LIVING_ROOM_SCENE4_stack_the_right_bowl_on_the_left_bowl_and_place_them_in_the_tray,1,200,14,db1b6c2224f53ccb8bd0d289d11c8969c3df17e50d3954a7ac2501e1935a5320,libero_90-task64-episode1-seed200,true,28,7,0.25000000,24,3,0.12500000
libero90-task64-trial2,64,LIVING_ROOM_SCENE4_stack_the_right_bowl_on_the_left_bowl_and_place_them_in_the_tray,2,201,15,d8f6c290f4e69560c367ad2ab74dd1e3b5f1264dd3e490e7c91d7a18dc59aac0,libero_90-task64-episode2-seed201,true,22,4,0.18181818,20,2,0.10000000
libero90-task65-trial0,65,LIVING_ROOM_SCENE5_put_the_red_mug_on_the_left_plate,0,202,13,405e3abb600d9673d682cb08b4558e4e373ad7339aadb095046c30407acf13e9,libero_90-task65-episode0-seed202,false,40,20,0.50000000,38,18,0.47368421
libero90-task65-trial1,65,LIVING_ROOM_SCENE5_put_the_red_mug_on_the_left_plate,1,203,14,9bc91d3d5d7b2b2b636adcd9b3f045bb2249b5ed7705915a40266e1f6ab5b761,libero_90-task65-episode1-seed203,true,12,0,0.00000000,12,0,0.00000000
libero90-task65-trial2,65,LIVING_ROOM_SCENE5_put_the_red_mug_on_the_left_plate,2,204,15,d04c73c67c02a5fa9020c3457fbd7787b5e96263d67a2701f35cdaf3131d173f,libero_90-task65-episode2-seed204,false,40,22,0.55000000,39,21,0.53846154
libero90-task66-trial0,66,LIVING_ROOM_SCENE5_put_the_red_mug_on_the_right_plate,0,205,13,80a5492166cbe1f3bc93425d17dd154527093e8e5762f3151a15e33cd9b64aa3,libero_90-task66-episode0-seed205,true,13,1,0.07692308,12,0,0.00000000
libero90-task66-trial1,66,LIVING_ROOM_SCENE5_put_the_red_mug_on_the_right_plate,1,206,14,51a7c19a9bf63688fa9aaa85a583e61616dd15a8b15ebc9d00ef2652df95cda1,libero_90-task66-episode1-seed206,true,12,0,0.00000000,12,0,0.00000000
